"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"      DATE    DECIMAL_YEAR
   2.80690266794E+03   2.78951000000E+03       04N01W13R02S    2003-10-15    2003.78630137
   2.80683894331E+03   2.79270000000E+03       04N01W13R02S    2003-11-26    2003.90136986
   2.80678898030E+03   2.79977000000E+03       04N01W13R02S    2004-01-14    2004.03551913
   2.80684065290E+03   2.80379000000E+03       04N01W13R02S    2004-02-23    2004.14480874
   2.80686308022E+03   2.80428000000E+03       04N01W13R02S    2004-03-03    2004.16939891
   2.80695195929E+03   2.80528000000E+03       04N01W13R02S    2004-04-01    2004.24863388
   2.80703241415E+03   2.80588000000E+03       04N01W13R02S    2004-05-06    2004.34426230
   2.80704097305E+03   2.80630000000E+03       04N01W13R02S    2004-05-28    2004.40437158
   2.80700997845E+03   2.80483000000E+03       04N01W13R02S    2004-06-29    2004.49180328
   2.80698638544E+03   2.80556000000E+03       04N01W13R02S    2004-07-13    2004.53005464
   2.80694096159E+03   2.80614000000E+03       04N01W13R02S    2004-08-05    2004.59289617
   2.80685412808E+03   2.80621000000E+03       04N01W13R02S    2004-09-13    2004.69945355
   2.80681226922E+03   2.80618000000E+03       04N01W13R02S    2004-10-01    2004.74863388
   2.80673413236E+03   2.80659000000E+03       04N01W13R02S    2004-11-01    2004.83333333
   2.80662564295E+03   2.80688000000E+03       04N01W13R02S    2004-12-16    2004.95628415
   2.80655461769E+03   2.80766000000E+03       04N01W13R02S    2005-01-11    2005.02739726
   2.80647532817E+03   2.80764000000E+03       04N01W13R02S    2005-02-03    2005.09041096
   2.80640417092E+03   2.80802000000E+03       04N01W13R02S    2005-03-02    2005.16438356
   2.80636189500E+03   2.80746000000E+03       04N01W13R02S    2005-04-18    2005.29315068
   2.80635254135E+03   2.80778000000E+03       04N01W13R02S    2005-05-16    2005.36986301
   2.80632999515E+03   2.80786000000E+03       04N01W13R02S    2005-06-06    2005.42739726
   2.80623114301E+03   2.80807000000E+03       04N01W13R02S    2005-07-19    2005.54520548
   2.80616421876E+03   2.80290000000E+03       04N01W13R02S    2005-08-09    2005.60273973
   2.80606388638E+03   2.79723000000E+03       04N01W13R02S    2005-09-08    2005.68493151
   2.80600483335E+03   2.80169000000E+03       04N01W13R02S    2005-09-29    2005.74246575
   2.80594546656E+03   2.80405000000E+03       04N01W13R02S    2005-11-16    2005.87397260
   2.80594275195E+03   2.80146000000E+03       04N01W13R02S    2005-12-05    2005.92602740
   2.80590395276E+03   2.80072000000E+03       04N01W13R02S    2006-01-09    2006.02191781
   2.80581047811E+03   2.80003000000E+03       04N01W13R02S    2006-02-03    2006.09041096
   2.80576204499E+03   2.79813000000E+03       04N01W13R02S    2006-03-07    2006.17808219
   2.80544009982E+03   2.80414000000E+03       04N01W13R02S    2006-09-05    2006.67671233
   2.80532888826E+03   2.80497000000E+03       04N01W13R02S    2006-10-16    2006.78904110
   2.80589538014E+03   2.80677000000E+03       04N01W13R02S    2007-04-01    2007.24657534
   2.80593289247E+03   2.80688000000E+03       04N01W13R02S    2007-04-15    2007.28493151
   2.80596823117E+03   2.80687000000E+03       04N01W13R02S    2007-05-01    2007.32876712
   2.80599026619E+03   2.80680000000E+03       04N01W13R02S    2007-05-15    2007.36712329
   2.80600223349E+03   2.80681000000E+03       04N01W13R02S    2007-06-01    2007.41369863
   2.80599861813E+03   2.80670000000E+03       04N01W13R02S    2007-06-15    2007.45205479
   2.80598114396E+03   2.80651000000E+03       04N01W13R02S    2007-07-01    2007.49589041
   2.80595604748E+03   2.80642000000E+03       04N01W13R02S    2007-07-15    2007.53424658
   2.80591734226E+03   2.80644000000E+03       04N01W13R02S    2007-08-01    2007.58082192
   2.80591222392E+03   2.80635000000E+03       04N01W13R02S    2007-08-03    2007.58630137
   2.80588070651E+03   2.80633000000E+03       04N01W13R02S    2007-08-15    2007.61917808
   2.80583304288E+03   2.80627000000E+03       04N01W13R02S    2007-09-01    2007.66575342
   2.80579424113E+03   2.80624000000E+03       04N01W13R02S    2007-09-15    2007.70410959
   2.80575591092E+03   2.80627000000E+03       04N01W13R02S    2007-10-01    2007.74794521
   2.80573884135E+03   2.80630000000E+03       04N01W13R02S    2007-10-10    2007.77260274
   2.80573081042E+03   2.80637000000E+03       04N01W13R02S    2007-10-15    2007.78630137
   2.80571217982E+03   2.80640000000E+03       04N01W13R02S    2007-11-01    2007.83287671
   2.80570563333E+03   2.80666000000E+03       04N01W13R02S    2007-11-15    2007.87123288
   2.80570399086E+03   2.80703000000E+03       04N01W13R02S    2007-12-01    2007.91506849
   2.80570526063E+03   2.80694000000E+03       04N01W13R02S    2007-12-15    2007.95342466
   2.80571037088E+03   2.80701000000E+03       04N01W13R02S    2008-01-01    2008.00000000
   2.80572024600E+03   2.80608000000E+03       04N01W13R02S    2008-01-02    2008.00273224
   2.80585541763E+03   2.80714000000E+03       04N01W13R02S    2008-01-15    2008.03825137
   2.80600670439E+03   2.80730000000E+03       04N01W13R02S    2008-02-01    2008.08469945
   2.80609111290E+03   2.80733000000E+03       04N01W13R02S    2008-02-15    2008.12295082
   2.80615709045E+03   2.80737000000E+03       04N01W13R02S    2008-03-01    2008.16393443
   2.80619258098E+03   2.80730000000E+03       04N01W13R02S    2008-03-11    2008.19125683
   2.80620574762E+03   2.80742000000E+03       04N01W13R02S    2008-03-15    2008.20218579
   2.80625577785E+03   2.80742000000E+03       04N01W13R02S    2008-04-01    2008.24863388
   2.80629097421E+03   2.80744000000E+03       04N01W13R02S    2008-04-15    2008.28688525
   2.80632437436E+03   2.80734000000E+03       04N01W13R02S    2008-05-01    2008.33060109
   2.80634528652E+03   2.80731000000E+03       04N01W13R02S    2008-05-15    2008.36885246
   2.80635668452E+03   2.80722000000E+03       04N01W13R02S    2008-06-01    2008.41530055
   2.80635310340E+03   2.80713000000E+03       04N01W13R02S    2008-06-15    2008.45355191
   2.80634492004E+03   2.80704000000E+03       04N01W13R02S    2008-06-24    2008.47814208
   2.80633570086E+03   2.80693000000E+03       04N01W13R02S    2008-07-01    2008.49726776
   2.80631047474E+03   2.80681000000E+03       04N01W13R02S    2008-07-15    2008.53551913
   2.80627141382E+03   2.80640000000E+03       04N01W13R02S    2008-08-01    2008.58196721
   2.80623433119E+03   2.80521000000E+03       04N01W13R02S    2008-08-15    2008.62021858
   2.80618589122E+03   2.80443000000E+03       04N01W13R02S    2008-09-01    2008.66666667
   2.80618300055E+03   2.80437000000E+03       04N01W13R02S    2008-09-02    2008.66939891
   2.80614612920E+03   2.80392000000E+03       04N01W13R02S    2008-09-15    2008.70491803
   2.80610614658E+03   2.80350000000E+03       04N01W13R02S    2008-10-01    2008.74863388
   2.80607909694E+03   2.80297000000E+03       04N01W13R02S    2008-10-15    2008.78688525
   2.80605773287E+03   2.80267000000E+03       04N01W13R02S    2008-11-01    2008.83333333
   2.80604877052E+03   2.80253000000E+03       04N01W13R02S    2008-11-15    2008.87158470
   2.80604423961E+03   2.80253000000E+03       04N01W13R02S    2008-12-01    2008.91530055
   2.80604302705E+03   2.80280000000E+03       04N01W13R02S    2008-12-15    2008.95355191
   2.80604683675E+03   2.80291000000E+03       04N01W13R02S    2009-01-01    2009.00000000
   2.80626797098E+03   2.80288000000E+03       04N01W13R02S    2009-01-15    2009.03835616
   2.80649801617E+03   2.80292000000E+03       04N01W13R02S    2009-02-01    2009.08493151
   2.80662512714E+03   2.80295000000E+03       04N01W13R02S    2009-02-15    2009.12328767
   2.80671659564E+03   2.80291000000E+03       04N01W13R02S    2009-03-01    2009.16164384
   2.80678722878E+03   2.80292000000E+03       04N01W13R02S    2009-03-15    2009.20000000
   2.80685772423E+03   2.80273000000E+03       04N01W13R02S    2009-04-01    2009.24657534
   2.80690630597E+03   2.80252000000E+03       04N01W13R02S    2009-04-15    2009.28493151
   2.80695242311E+03   2.80221000000E+03       04N01W13R02S    2009-05-01    2009.32876712
   2.80698237398E+03   2.80201000000E+03       04N01W13R02S    2009-05-15    2009.36712329
   2.80700202351E+03   2.80179000000E+03       04N01W13R02S    2009-06-01    2009.41369863
   2.80700336692E+03   2.80166000000E+03       04N01W13R02S    2009-06-15    2009.45205479
   2.80699091619E+03   2.80149000000E+03       04N01W13R02S    2009-07-01    2009.49589041
   2.80696977744E+03   2.80131000000E+03       04N01W13R02S    2009-07-15    2009.53424658
   2.80693484933E+03   2.80112000000E+03       04N01W13R02S    2009-08-01    2009.58082192
   2.80690027818E+03   2.80100000000E+03       04N01W13R02S    2009-08-15    2009.61917808
   2.80685417630E+03   2.80079000000E+03       04N01W13R02S    2009-09-01    2009.66575342
   2.80681588538E+03   2.80068000000E+03       04N01W13R02S    2009-09-15    2009.70410959
   2.80677708990E+03   2.80059000000E+03       04N01W13R02S    2009-10-01    2009.74794521
   2.80675078601E+03   2.80061000000E+03       04N01W13R02S    2009-10-15    2009.78630137
   2.80673035378E+03   2.80060000000E+03       04N01W13R02S    2009-11-01    2009.83287671
   2.80672234705E+03   2.80061000000E+03       04N01W13R02S    2009-11-15    2009.87123288
   2.80671921727E+03   2.80078000000E+03       04N01W13R02S    2009-12-01    2009.91506849
   2.80671941512E+03   2.80089000000E+03       04N01W13R02S    2009-12-15    2009.95342466
   2.80672092657E+03   2.80100000000E+03       04N01W13R02S    2010-01-01    2010.00000000
   2.80670732286E+03   2.80106000000E+03       04N01W13R02S    2010-01-15    2010.03835616
   2.80669871760E+03   2.80148000000E+03       04N01W13R02S    2010-02-01    2010.08493151
   2.80670154419E+03   2.80152000000E+03       04N01W13R02S    2010-02-15    2010.12328767
   2.80671171125E+03   2.80148000000E+03       04N01W13R02S    2010-03-01    2010.16164384
   2.80672751577E+03   2.80142000000E+03       04N01W13R02S    2010-03-15    2010.20000000
   2.80675176740E+03   2.80129000000E+03       04N01W13R02S    2010-04-01    2010.24657534
   2.80677485009E+03   2.80109000000E+03       04N01W13R02S    2010-04-15    2010.28493151
   2.80680355699E+03   2.80094000000E+03       04N01W13R02S    2010-05-01    2010.32876712
   2.80683023476E+03   2.80075000000E+03       04N01W13R02S    2010-05-15    2010.36712329
   2.80686399117E+03   2.80058000000E+03       04N01W13R02S    2010-06-01    2010.41369863
   2.80689268198E+03   2.80046000000E+03       04N01W13R02S    2010-06-15    2010.45205479
   2.80692619540E+03   2.80030000000E+03       04N01W13R02S    2010-07-01    2010.49589041
   2.80695600562E+03   2.80010000000E+03       04N01W13R02S    2010-07-15    2010.53424658
   2.80699256272E+03   2.79990000000E+03       04N01W13R02S    2010-08-01    2010.58082192
   2.80702280160E+03   2.79977000000E+03       04N01W13R02S    2010-08-15    2010.61917808
   2.80705945793E+03   2.79956000000E+03       04N01W13R02S    2010-09-01    2010.66575342
   2.80708946390E+03   2.79945000000E+03       04N01W13R02S    2010-09-15    2010.70410959
   2.80712343340E+03   2.79939000000E+03       04N01W13R02S    2010-10-01    2010.74794521
   2.80714999944E+03   2.79953000000E+03       04N01W13R02S    2010-10-15    2010.78630137
   2.80717170139E+03   2.79983000000E+03       04N01W13R02S    2010-11-01    2010.83287671
   2.80717653068E+03   2.80001000000E+03       04N01W13R02S    2010-11-15    2010.87123288
   2.80716398570E+03   2.80016000000E+03       04N01W13R02S    2010-12-01    2010.91506849
   2.80713575286E+03   2.80048000000E+03       04N01W13R02S    2010-12-15    2010.95342466
   2.80708203438E+03   2.80072000000E+03       04N01W13R02S    2011-01-01    2011.00000000
   2.80703121980E+03   2.80159000000E+03       04N01W13R02S    2011-01-11    2011.02739726
   2.80700994173E+03   2.80085000000E+03       04N01W13R02S    2011-01-15    2011.03835616
   2.80692373740E+03   2.80106000000E+03       04N01W13R02S    2011-02-01    2011.08493151
   2.80686240618E+03   2.80112000000E+03       04N01W13R02S    2011-02-15    2011.12328767
   2.80681258107E+03   2.80125000000E+03       04N01W13R02S    2011-03-01    2011.16164384
   2.80678442890E+03   2.80184000000E+03       04N01W13R02S    2011-03-11    2011.18904110
   2.80677439943E+03   2.80126000000E+03       04N01W13R02S    2011-03-15    2011.20000000
   2.80674017394E+03   2.80125000000E+03       04N01W13R02S    2011-04-01    2011.24657534
   2.80671906685E+03   2.80113000000E+03       04N01W13R02S    2011-04-15    2011.28493151
   2.80669800887E+03   2.80101000000E+03       04N01W13R02S    2011-05-01    2011.32876712
   2.80667875724E+03   2.80090000000E+03       04N01W13R02S    2011-05-15    2011.36712329
   2.80665007331E+03   2.80064000000E+03       04N01W13R02S    2011-06-01    2011.41369863
   2.80662044642E+03   2.80053000000E+03       04N01W13R02S    2011-06-15    2011.45205479
   2.80657968100E+03   2.80033000000E+03       04N01W13R02S    2011-07-01    2011.49589041
   2.80653878327E+03   2.80016000000E+03       04N01W13R02S    2011-07-15    2011.53424658
   2.80648504499E+03   2.79992000000E+03       04N01W13R02S    2011-08-01    2011.58082192
   2.80643875141E+03   2.79983000000E+03       04N01W13R02S    2011-08-15    2011.61917808
   2.80640852451E+03   2.80047000000E+03       04N01W13R02S    2011-08-24    2011.64383562
   2.80638149231E+03   2.79963000000E+03       04N01W13R02S    2011-09-01    2011.66575342
   2.80633532723E+03   2.79950000000E+03       04N01W13R02S    2011-09-15    2011.70410959
   2.80629872752E+03   2.80028000000E+03       04N01W13R02S    2011-09-27    2011.73698630
   2.80621211971E+03   2.80108000000E+03       04N01W13R02S    2012-01-26    2012.06830601
   2.80623813654E+03   2.80116000000E+03       04N01W13R02S    2012-03-07    2012.18032787
   2.80630376910E+03   2.80076000000E+03       04N01W13R02S    2012-05-08    2012.34972678
   2.80631503645E+03   2.80050000000E+03       04N01W13R02S    2012-06-01    2012.41530055
   2.80631287219E+03   2.80019000000E+03       04N01W13R02S    2012-06-12    2012.44535519
   2.80631171607E+03   2.80040000000E+03       04N01W13R02S    2012-06-15    2012.45355191
   2.80629937268E+03   2.80016000000E+03       04N01W13R02S    2012-07-01    2012.49726776
   2.80628222808E+03   2.79995000000E+03       04N01W13R02S    2012-07-15    2012.53551913
   2.80625620148E+03   2.79973000000E+03       04N01W13R02S    2012-08-01    2012.58196721
   2.80623351543E+03   2.79948000000E+03       04N01W13R02S    2012-08-14    2012.61748634
   2.80623172222E+03   2.79949000000E+03       04N01W13R02S    2012-08-15    2012.62021858
   2.80619970935E+03   2.79933000000E+03       04N01W13R02S    2012-09-01    2012.66666667
   2.80617291901E+03   2.79921000000E+03       04N01W13R02S    2012-09-15    2012.70491803
   2.80614493736E+03   2.79919000000E+03       04N01W13R02S    2012-10-01    2012.74863388
   2.80612599599E+03   2.79920000000E+03       04N01W13R02S    2012-10-15    2012.78688525
   2.80612478651E+03   2.79917000000E+03       04N01W13R02S    2012-10-16    2012.78961749
   2.80611298092E+03   2.79940000000E+03       04N01W13R02S    2012-11-01    2012.83333333
   2.80611045390E+03   2.79947000000E+03       04N01W13R02S    2012-11-15    2012.87158470
   2.80611320941E+03   2.79962000000E+03       04N01W13R02S    2012-12-01    2012.91530055
   2.80611837203E+03   2.79981000000E+03       04N01W13R02S    2012-12-15    2012.95355191
   2.80612609221E+03   2.79984000000E+03       04N01W13R02S    2013-01-01    2013.00000000
   2.80613087257E+03   2.79967000000E+03       04N01W13R02S    2013-01-14    2013.03561644
   2.80613116239E+03   2.79981000000E+03       04N01W13R02S    2013-01-15    2013.03835616
   2.80613107314E+03   2.79998000000E+03       04N01W13R02S    2013-02-01    2013.08493151
   2.80612609232E+03   2.80000000000E+03       04N01W13R02S    2013-02-15    2013.12328767
   2.80612035561E+03   2.79994000000E+03       04N01W13R02S    2013-03-01    2013.16164384
   2.80611655360E+03   2.80003000000E+03       04N01W13R02S    2013-03-15    2013.20000000
   2.80611540878E+03   2.79991000000E+03       04N01W13R02S    2013-04-01    2013.24657534
   2.80611545679E+03   2.79970000000E+03       04N01W13R02S    2013-04-02    2013.24931507
   2.80611604275E+03   2.79984000000E+03       04N01W13R02S    2013-04-15    2013.28493151
   2.80611511279E+03   2.79952000000E+03       04N01W13R02S    2013-05-01    2013.32876712
   2.80610692856E+03   2.79918000000E+03       04N01W13R02S    2013-05-15    2013.36712329
   2.80607761020E+03   2.79889000000E+03       04N01W13R02S    2013-06-01    2013.41369863
   2.80603240989E+03   2.79860000000E+03       04N01W13R02S    2013-06-15    2013.45205479
   2.80595884564E+03   2.79817000000E+03       04N01W13R02S    2013-07-01    2013.49589041
   2.80587942058E+03   2.79780000000E+03       04N01W13R02S    2013-07-15    2013.53424658
   2.80583008281E+03   2.79759000000E+03       04N01W13R02S    2013-07-23    2013.55616438
   2.80577232501E+03   2.79751000000E+03       04N01W13R02S    2013-08-01    2013.58082192
   2.80568020178E+03   2.79728000000E+03       04N01W13R02S    2013-08-15    2013.61917808
   2.80556917289E+03   2.79705000000E+03       04N01W13R02S    2013-09-01    2013.66575342
   2.80548458820E+03   2.79699000000E+03       04N01W13R02S    2013-09-15    2013.70410959
   2.80540570255E+03   2.79674000000E+03       04N01W13R02S    2013-10-01    2013.74794521
   2.80535797186E+03   2.79664000000E+03       04N01W13R02S    2013-10-15    2013.78630137
   2.80533976032E+03   2.79658000000E+03       04N01W13R02S    2013-10-23    2013.80821918
   2.80532674737E+03   2.79664000000E+03       04N01W13R02S    2013-11-01    2013.83287671
   2.80532456970E+03   2.79665000000E+03       04N01W13R02S    2013-11-04    2013.84109589
   2.80533928808E+03   2.79654000000E+03       04N01W13R02S    2013-12-15    2013.95342466
   2.80535810148E+03   2.79661000000E+03       04N01W13R02S    2014-01-01    2014.00000000
   2.80536712184E+03   2.79669000000E+03       04N01W13R02S    2014-01-09    2014.02191781
   2.80537355423E+03   2.79657000000E+03       04N01W13R02S    2014-01-15    2014.03835616
   2.80538935970E+03   2.79663000000E+03       04N01W13R02S    2014-02-01    2014.08493151
   2.80540082359E+03   2.79659000000E+03       04N01W13R02S    2014-02-15    2014.12328767
   2.80541446143E+03   2.79664000000E+03       04N01W13R02S    2014-03-01    2014.16164384
   2.80543245640E+03   2.79648000000E+03       04N01W13R02S    2014-03-15    2014.20000000
   2.80544625229E+03   2.79651000000E+03       04N01W13R02S    2014-03-24    2014.22465753
   2.80545996052E+03   2.79648000000E+03       04N01W13R02S    2014-04-01    2014.24657534
   2.80548525235E+03   2.79629000000E+03       04N01W13R02S    2014-04-15    2014.28493151
   2.80551280023E+03   2.79591000000E+03       04N01W13R02S    2014-05-01    2014.32876712
   2.80552945099E+03   2.79580000000E+03       04N01W13R02S    2014-05-15    2014.36712329
   2.80553048005E+03   2.79561000000E+03       04N01W13R02S    2014-06-01    2014.41369863
   2.80551136977E+03   2.79526000000E+03       04N01W13R02S    2014-06-15    2014.45205479
   2.80546768955E+03   2.79488000000E+03       04N01W13R02S    2014-07-01    2014.49589041
   2.80541720819E+03   2.79450000000E+03       04N01W13R02S    2014-07-14    2014.53150685
   2.80541304213E+03   2.79447000000E+03       04N01W13R02S    2014-07-15    2014.53424658
   2.80533358792E+03   2.79436000000E+03       04N01W13R02S    2014-08-01    2014.58082192
   2.80525748864E+03   2.79435000000E+03       04N01W13R02S    2014-08-15    2014.61917808
   2.80516171173E+03   2.79436000000E+03       04N01W13R02S    2014-09-01    2014.66575342
   2.80509398981E+03   2.79429000000E+03       04N01W13R02S    2014-09-15    2014.70410959
   2.80506199178E+03   2.79423000000E+03       04N01W13R02S    2014-09-23    2014.72602740
   2.80511121705E+03   2.79520000000E+03       04N01W13R02S    2015-01-21    2015.05479452
   2.80518321577E+03   2.79550000000E+03       04N01W13R02S    2015-03-03    2015.16712329
   2.80529569596E+03   2.79639000000E+03       04N01W13R02S    2015-05-05    2015.33972603
   2.80477569181E+03   2.79414000000E+03       04N01W13R02S    2015-09-30    2015.74520548
   2.80454251948E+03   2.79509000000E+03       04N01W13R02S    2016-01-20    2016.05191257
   2.80432138855E+03   2.79524000000E+03       04N01W13R02S    2016-03-02    2016.16666667
   2.80427170970E+03   2.79510000000E+03       04N01W13R02S    2016-05-24    2016.39344262
   2.80427050253E+03   2.79500000000E+03       04N01W13R02S    2016-05-25    2016.39617486
   2.80413315889E+03   2.79444000000E+03       04N01W13R02S    2016-07-13    2016.53005464
   2.80362212473E+03   2.79433000000E+03       04N01W13R02S    2016-10-24    2016.81147541
   2.84624106448E+03   2.84437000000E+03       04N01W13R03S    1995-02-23    1995.14520548
   2.84607793844E+03   2.84420000000E+03       04N01W13R03S    1995-06-27    1995.48493151
   2.84605566801E+03   2.84411000000E+03       04N01W13R03S    1995-07-14    1995.53150685
   2.84605435865E+03   2.84410000000E+03       04N01W13R03S    1995-07-15    1995.53424658
   2.84605304929E+03   2.84410000000E+03       04N01W13R03S    1995-07-16    1995.53698630
   2.84605173994E+03   2.84409000000E+03       04N01W13R03S    1995-07-17    1995.53972603
   2.84605043058E+03   2.84412000000E+03       04N01W13R03S    1995-07-18    1995.54246575
   2.84604912122E+03   2.84410000000E+03       04N01W13R03S    1995-07-19    1995.54520548
   2.84604781186E+03   2.84410000000E+03       04N01W13R03S    1995-07-20    1995.54794521
   2.84604650291E+03   2.84410000000E+03       04N01W13R03S    1995-07-21    1995.55068493
   2.84604388580E+03   2.84410000000E+03       04N01W13R03S    1995-07-23    1995.55616438
   2.84604126868E+03   2.84410000000E+03       04N01W13R03S    1995-07-25    1995.56164384
   2.84603996013E+03   2.84410000000E+03       04N01W13R03S    1995-07-26    1995.56438356
   2.84603865157E+03   2.84410000000E+03       04N01W13R03S    1995-07-27    1995.56712329
   2.84603341735E+03   2.84410000000E+03       04N01W13R03S    1995-07-31    1995.57808219
   2.84603210919E+03   2.84420000000E+03       04N01W13R03S    1995-08-01    1995.58082192
   2.84599551056E+03   2.84436000000E+03       04N01W13R03S    1995-08-29    1995.65753425
   2.84598375816E+03   2.85034000000E+03       04N01W13R03S    1995-09-07    1995.68219178
   2.84596026933E+03   2.84885000000E+03       04N01W13R03S    1995-09-25    1995.73150685
   2.84591466144E+03   2.85957000000E+03       04N01W13R03S    1995-10-30    1995.82739726
   2.84587823264E+03   2.86380000000E+03       04N01W13R03S    1995-11-27    1995.90410959
   2.84585094401E+03   2.86300000000E+03       04N01W13R03S    1995-12-18    1995.96164384
   2.84579384425E+03   2.86043000000E+03       04N01W13R03S    1996-01-31    1996.08196721
   2.84575625720E+03   2.85875000000E+03       04N01W13R03S    1996-02-29    1996.16120219
   2.84571870198E+03   2.85766000000E+03       04N01W13R03S    1996-03-29    1996.24043716
   2.84567859432E+03   2.85661000000E+03       04N01W13R03S    1996-04-29    1996.32513661
   2.84563981228E+03   2.85595000000E+03       04N01W13R03S    1996-05-29    1996.40710383
   2.84559460514E+03   2.85509000000E+03       04N01W13R03S    1996-07-03    1996.50273224
   2.84555975748E+03   2.85447000000E+03       04N01W13R03S    1996-07-30    1996.57650273
   2.84553009003E+03   2.85402000000E+03       04N01W13R03S    1996-08-22    1996.63934426
   2.84548368434E+03   2.85312000000E+03       04N01W13R03S    1996-09-27    1996.73770492
   2.84545147794E+03   2.85287000000E+03       04N01W13R03S    1996-10-22    1996.80601093
   2.84540512664E+03   2.85225000000E+03       04N01W13R03S    1996-11-27    1996.90437158
   2.84535751667E+03   2.85174000000E+03       04N01W13R03S    1997-01-03    1997.00547945
   2.84532150426E+03   2.85147000000E+03       04N01W13R03S    1997-01-31    1997.08219178
   2.84528550822E+03   2.85093000000E+03       04N01W13R03S    1997-02-28    1997.15890411
   2.84524952901E+03   2.85077000000E+03       04N01W13R03S    1997-03-28    1997.23561644
   2.84520715054E+03   2.85034000000E+03       04N01W13R03S    1997-04-30    1997.32602740
   2.84516993015E+03   2.85010000000E+03       04N01W13R03S    1997-05-29    1997.40547945
   2.84512760027E+03   2.84965000000E+03       04N01W13R03S    1997-07-01    1997.49589041
   2.84508914020E+03   2.84943000000E+03       04N01W13R03S    1997-07-31    1997.57808219
   2.84504685758E+03   2.84898000000E+03       04N01W13R03S    1997-09-02    1997.66849315
   2.84501740173E+03   2.84881000000E+03       04N01W13R03S    1997-09-25    1997.73150685
   2.84496236057E+03   2.84857000000E+03       04N01W13R03S    1997-11-07    1997.84931507
   2.84493805175E+03   2.84859000000E+03       04N01W13R03S    1997-11-26    1997.90136986
   2.84488689600E+03   2.84884000000E+03       04N01W13R03S    1998-01-05    1998.01095890
   2.84485493685E+03   2.84777000000E+03       04N01W13R03S    1998-01-30    1998.07945205
   2.84481532348E+03   2.84765000000E+03       04N01W13R03S    1998-03-02    1998.16438356
   2.84478339112E+03   2.84748000000E+03       04N01W13R03S    1998-03-27    1998.23287671
   2.84474892209E+03   2.84719000000E+03       04N01W13R03S    1998-04-23    1998.30684932
   2.84470681994E+03   2.84702000000E+03       04N01W13R03S    1998-05-26    1998.39726027
   2.84467876929E+03   2.84710000000E+03       04N01W13R03S    1998-06-17    1998.45753425
   2.84466857304E+03   2.84675000000E+03       04N01W13R03S    1998-06-25    1998.47945205
   2.84462653348E+03   2.84656000000E+03       04N01W13R03S    1998-07-28    1998.56986301
   2.84459216376E+03   2.84656000000E+03       04N01W13R03S    1998-08-24    1998.64383562
   2.84455018989E+03   2.84609000000E+03       04N01W13R03S    1998-09-26    1998.73424658
   2.84451587573E+03   2.84629000000E+03       04N01W13R03S    1998-10-23    1998.80821918
   2.84447650915E+03   2.84580000000E+03       04N01W13R03S    1998-11-23    1998.89315068
   2.84444098077E+03   2.84539000000E+03       04N01W13R03S    1998-12-21    1998.96986301
   2.84440167569E+03   2.84546000000E+03       04N01W13R03S    1999-01-21    1999.05479452
   2.84435986829E+03   2.84535000000E+03       04N01W13R03S    1999-02-23    1999.14520548
   2.84431683101E+03   2.84522000000E+03       04N01W13R03S    1999-03-29    1999.23835616
   2.84428142074E+03   2.84503000000E+03       04N01W13R03S    1999-04-26    1999.31506849
   2.84424351020E+03   2.84492000000E+03       04N01W13R03S    1999-05-26    1999.39726027
   2.84420184307E+03   2.84464000000E+03       04N01W13R03S    1999-06-28    1999.48767123
   2.84416525516E+03   2.84452000000E+03       04N01W13R03S    1999-07-27    1999.56712329
   2.84412239028E+03   2.84441000000E+03       04N01W13R03S    1999-08-30    1999.66027397
   2.84408585458E+03   2.84432000000E+03       04N01W13R03S    1999-09-28    1999.73972603
   2.84404934066E+03   2.84421000000E+03       04N01W13R03S    1999-10-27    1999.81917808
   2.84400530007E+03   2.84410000000E+03       04N01W13R03S    1999-12-01    1999.91506849
   2.84398140417E+03   2.84399000000E+03       04N01W13R03S    1999-12-20    1999.96712329
   2.84393489104E+03   2.84382000000E+03       04N01W13R03S    2000-01-26    2000.06830601
   2.84389217632E+03   2.84380000000E+03       04N01W13R03S    2000-02-29    2000.16120219
   2.84388212986E+03   2.84418000000E+03       04N01W13R03S    2000-03-08    2000.18306011
   2.84386204176E+03   2.84379000000E+03       04N01W13R03S    2000-03-24    2000.22677596
   2.84374292429E+03   2.84382000000E+03       04N01W13R03S    2000-06-27    2000.48633880
   2.84370661484E+03   2.84376000000E+03       04N01W13R03S    2000-07-26    2000.56557377
   2.84367157982E+03   2.84324000000E+03       04N01W13R03S    2000-08-23    2000.64207650
   2.84363531731E+03   2.84328000000E+03       04N01W13R03S    2000-09-21    2000.72131148
   2.84359533037E+03   2.84346000000E+03       04N01W13R03S    2000-10-23    2000.80874317
   2.84355162603E+03   2.84342000000E+03       04N01W13R03S    2000-11-27    2000.90437158
   2.84352417131E+03   2.84313000000E+03       04N01W13R03S    2000-12-19    2000.96448087
   2.84347178895E+03   2.84283000000E+03       04N01W13R03S    2001-01-30    2001.07945205
   2.84342692301E+03   2.84313000000E+03       04N01W13R03S    2001-03-07    2001.17808219
   2.84339454000E+03   2.84312000000E+03       04N01W13R03S    2001-04-02    2001.24931507
   2.84334724727E+03   2.84302000000E+03       04N01W13R03S    2001-05-10    2001.35342466
   2.84332112921E+03   2.84298000000E+03       04N01W13R03S    2001-05-31    2001.41095890
